ADDRESS1,ADDRESS2,CITY,COMPANYID,COMPANYNAME,COMPANYTYPE,COUNTRYID,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,DIVISIONID,EMAIL,FAX,INDUSTRY,PHONE,PRIMARYOWNER,SALES_PIPELINE,STATE,URL,USERID,ZIPCODE,api_fromDate,api_toDate
9211 Waterford Centre Blvd,Suite 100,Austin,7971860,Datical,,US,2020-11-19 13:27:59.0,2020-11-19 13:27:59.0,,0,,,,19493284225,,,TX,datical.com,0,78758,2020-11-19,2020-11-20
14549 Minetta St,,Houston,7971861,"SOLUGEN, INC.",,US,2020-11-19 13:28:03.0,2020-11-19 13:28:03.0,,0,,,,17133802134,,,TX,solugentech.com,0,77035,2020-11-19,2020-11-20
2741 East Belt Line Road,,Carrollton,7971862,a360,,US,2020-11-19 13:28:15.0,2020-11-19 13:28:15.0,,0,,,,8472919100,,,TX,a360inc.com,0,75006,2020-11-19,2020-11-20
501 Elm Street,STE 4500,Dallas,7971863,Calise Partners LLC,,US,2020-11-19 13:28:19.0,2020-11-19 13:28:19.0,,0,,,,2142692081,,,TX,calisepartners.com,0,75202,2020-11-19,2020-11-20
12345 Inwood Road,,Dallas,7971864,Jesuit College PreparatorySchool of Dallas,,US,2020-11-19 13:29:49.0,2020-11-19 13:29:49.0,,0,,,,9723878700,,,TX,jesuitcp.org,0,75244,2020-11-19,2020-11-20
8240 N Mopac Expy,STE 470,Austin,7971865,Q1Media,,US,2020-11-19 13:29:56.0,2020-11-19 13:29:56.0,,0,,,,5126826532,,,TX,q1media.com,0,78758,2020-11-19,2020-11-20
141 Lavaca Street,,San Antonio,7971866,San Antonio Independent School District,,US,2020-11-19 13:30:00.0,2020-11-19 13:30:00.0,,0,,,,2102281235,,,TX,saisd.net,0,78210,2020-11-19,2020-11-20
14800 Saint Marys Lane,,Houston,7971868,"OffshoreTech, LLC",,US,2020-11-19 13:30:04.0,2020-11-19 13:30:04.0,,0,,,,2818534425,,,TX,offshoretechllc.com,0,77079,2020-11-19,2020-11-20
12345 Jones Road,,Houston,7971869,MindMesh,,US,2020-11-19 13:30:08.0,2020-11-19 13:30:08.0,,0,,,,17134897798,,,TX,mindmeshtech.com,0,77070,2020-11-19,2020-11-20
3801 S Capital of Texas Hwy,,Austin,7971870,FlashParking Inc,,US,2020-11-19 13:30:24.0,2020-11-19 13:30:24.0,,0,,,,8002133706,,,TX,flashparking.com,0,78704,2020-11-19,2020-11-20
10101 Stafford Centre Dr #b,Suite B,Stafford,7971871,CPAP.com,,US,2020-11-19 13:30:27.0,2020-11-19 13:30:27.0,,0,,,,8003565221,,,TX,cpap.com,0,77477,2020-11-19,2020-11-20
6 Grundingen,,Oslo,7971872,Agrinos,,US,2020-11-19 13:30:31.0,2020-11-19 13:30:31.0,,0,,,,,,,CA,agrinos.com,0,95618,2020-11-19,2020-11-20
7500 Rialto Blvd,,Austin,7971873,Medici,,US,2020-11-19 13:30:35.0,2020-11-19 13:30:35.0,,0,,,,15129823310,,,TX,medici.md,0,19808,2020-11-19,2020-11-20
1017 East 6th Street,,Austin,7971874,Maggie Louise Confections,,US,2020-11-19 13:30:45.0,2020-11-19 13:30:45.0,,0,,,,15128400233,,,TX,maggielouiseconfections.com,0,78702,2020-11-19,2020-11-20
2201 Donley Dr,STE 200E,Austin,7971875,Loan Science,,US,2020-11-19 13:30:48.0,2020-11-19 13:30:48.0,,0,,,,5125012400,,,TX,loanscience.com,0,78758,2020-11-19,2020-11-20
11000 North Mopac Expressway,Flawn Academic Center at the University of Texas,Austin,7971876,Briggo Inc.,,US,2020-11-19 13:30:51.0,2020-11-19 13:30:51.0,,0,,,,5124159563,,,TX,briggo.com,0,78664,2020-11-19,2020-11-20
137 National Plz,STE J,Lanham,7971879,BeaKen Systems & Technology Solutions,,US,2020-11-19 13:31:15.0,2020-11-19 13:31:15.0,,0,,,,3016366255,,,MD,beakensolutions.com,0,20706,2020-11-19,2020-11-20
,,,7971906,Fake Book,Other,US,2020-11-19 14:31:40.0,2020-11-20 13:59:04.0,,0,,,,,Robert Luse,,,,1470013,,2020-11-19,2020-11-20
1601 Dove Street,STE 200,Newport Beach,7971920,"Alliant Insurance Services, Inc.",,US,2020-11-19 15:08:25.0,2020-11-19 15:08:25.0,,0,,,,19492605081,,,CA,alliant.com,0,92660,2020-11-19,2020-11-20
,,,7972022,bowmoregroup.com,,,2020-11-19 17:28:24.0,2020-11-19 17:28:24.0,,0,,,,,,,,bowmoregroup.com,0,,2020-11-19,2020-11-20
124 Raymond Avenue,,Poughkeepsie,7972201,Vassar College,,US,2020-11-20 10:13:56.0,2020-11-20 10:13:56.0,,0,,,,8454377000,,,NY,vassar.edu,0,12604,2020-11-19,2020-11-20
,,,7972217,Keyper Marketing,,US,2020-11-20 10:45:12.0,2020-11-20 10:45:12.0,,0,,,,,,,,,1394817,,2020-11-19,2020-11-20
,,,7972224,davis company,,US,2020-11-20 10:49:00.0,2020-11-20 10:49:00.0,,0,,,,,,,,,1394817,,2020-11-19,2020-11-20
100 WILLIAM ST,STE 100,,7972244,Blume Global,,US,2020-11-20 11:18:56.0,2020-11-20 11:18:56.0,,0,,,,17812630200,,,,blumeglobal.com,0,94588,2020-11-19,2020-11-20
7999 PO Box,,Dallas,7972264,FAMILY PLACE INC,,US,2020-11-20 11:48:55.0,2020-11-20 11:48:55.0,,0,,,,2145592170,,,TX,familyplace.org,0,75209,2020-11-19,2020-11-20
1400 Bridge Parkway,,Redwood City,7972432,Xtime Inc.,,US,2020-11-20 17:46:48.0,2020-11-20 17:46:48.0,,0,,,,16506534000,,,CA,xtime.com,0,94065,2020-11-19,2020-11-20
6205 Peachtree Dunwoody Road,STE 1200,Sandy Springs,7972434,COX MEDIA,,US,2020-11-20 18:03:09.0,2020-11-20 18:03:09.0,,0,,,,4048435000,,,GA,coxmedia.com,0,30328,2020-11-19,2020-11-20
