ACTIONDATE,ACTIONTYPE,CANDIDATEID,CONTACTID,CREATEDATE,JOBID,NOTEFIRST100CHARS,NOTEID,USERID,api_fromDate,api_toDate
2020-11-19 12:54:44.0,LinkedIn InMail Sent,8748181737469,,2020-11-19 12:54:44.0,,"Introduction Call - KYC Business Analyst
Hi Yasmeen, 

Thank you for getting back to me. are you ",362183494,1455994,2020-11-18,2020-11-19
2020-11-19 12:24:58.0,LinkedIn InMail Sent,1416489822245,,2020-11-19 12:24:58.0,,"Enterprise Portfolio Manager Opportunity
Sure thing. I have some time open tomorrow - what times ar",362173673,1440691,2020-11-18,2020-11-19
2020-11-19 12:24:19.0,LinkedIn InMail Sent,12226584948547,,2020-11-19 12:24:19.0,,"Enterprise Portfolio Manager Opportunity
sure - what's the best email address for you?",362173684,1440691,2020-11-18,2020-11-19
2020-11-19 12:24:02.0,LinkedIn InMail Sent,12228477433048,,2020-11-19 12:24:02.0,,"Enterprise Portfolio Manager Opportunity
Sure! Feel free to share your job description. TSYS is a s",362173691,1440691,2020-11-18,2020-11-19
2020-11-19 12:19:22.0,LinkedIn InMail Sent,10296711742930,,2020-11-19 12:19:22.0,,"New Direct Hire Senior Android Developer Position Available in Colorado Springs, Colorado
Hi Sagar,",362303558,1403411,2020-11-18,2020-11-19
2020-11-19 12:01:51.0,LinkedIn InMail Sent,4634629939441,,2020-11-19 12:01:51.0,,"Have a Minute?
Hi Rahi,

Came across your profile and wanted to see if you would be open to learn",362173579,1359813,2020-11-18,2020-11-19
2020-11-19 12:01:51.0,LinkedIn InMail Sent,961753113272,,2020-11-19 12:01:51.0,,"Have a Minute?
Hi Thuy,

Came across your profile and wanted to see if you would be open to learn",362173576,1359813,2020-11-18,2020-11-19
2020-11-19 12:01:51.0,LinkedIn InMail Sent,6279257331426,,2020-11-19 12:01:51.0,,"Have a Minute?
Hi Christine,

Came across your profile and wanted to see if you would be open to ",362173572,1359813,2020-11-18,2020-11-19
2020-11-19 11:53:34.0,LinkedIn InMail Sent,778860795851,,2020-11-19 11:53:34.0,,"Android Developer opportunity
Thank you Mark!  ",362160001,1440064,2020-11-18,2020-11-19
2020-11-19 11:52:50.0,LinkedIn InMail Sent,10256685057753,,2020-11-19 11:52:50.0,,"Content Specialist -- PARDOT --- NYC
I'd love a chance to speak with you some time today. Please se",362159980,1422281,2020-11-18,2020-11-19
2020-11-19 11:51:06.0,LinkedIn InMail Sent,12230910338199,,2020-11-19 11:51:06.0,,"Content Specialist -- PARDOT --- NYC
Will makea note of this, Mike ! This role includes strategy, b",362159988,1422281,2020-11-18,2020-11-19
2020-11-19 11:32:23.0,LinkedIn InMail Sent,10519123168051,,2020-11-19 11:32:23.0,,"RE: Message accepted: Pega Testing Lead opportunity
Hi Pavani,

 

Thanks for your reply!  Belo",362160102,1108886,2020-11-18,2020-11-19
2020-11-19 11:26:17.0,LinkedIn InMail Sent,12222603467865,,2020-11-19 11:26:17.0,,"Talent Path - Career Opportunity
Thank You!",362149448,0,2020-11-18,2020-11-19
2020-11-19 11:24:57.0,LinkedIn InMail Sent,12222603467865,,2020-11-19 11:24:57.0,,"Talent Path - Career Opportunity
Hi,
I can do 3:30 PM EST.  Please let me know and I will call the",362150375,0,2020-11-18,2020-11-19
2020-11-19 11:22:57.0,LinkedIn InMail Sent,12222603467865,,2020-11-19 11:22:57.0,,"Talent Path - Career Opportunity
Hi,
I am out of office tomorrow.  I can speak later today if that",362147863,0,2020-11-18,2020-11-19
2020-11-19 11:16:26.0,LinkedIn InMail Sent,3122329575801,,2020-11-19 11:16:26.0,,"Full-Stack .NET, direct hire, 100% remote
Direct Hire Role - REMOTE
Full Stack .NET Web Developer",362149983,1470735,2020-11-18,2020-11-19
2020-11-19 11:03:34.0,LinkedIn InMail Sent,10896332216923,,2020-11-19 11:03:34.0,,"Re: Would you be interested?
i just left you a msg. You can call me back or let me know when the be",362318548,1445402,2020-11-18,2020-11-19
2020-11-19 10:56:34.0,LinkedIn InMail Sent,12223142537918,,2020-11-19 10:56:34.0,,"Talent Path - Career Opportunity
Hi Dale,
I can call you directly.. Please feel free to send me yo",362150430,0,2020-11-18,2020-11-19
2020-11-19 10:52:12.0,LinkedIn InMail Sent,3122329575801,,2020-11-19 10:52:12.0,,"Full-Stack .NET, direct hire, 100% remote
Here's the first direct hire all remote role.  There is o",362135932,1470735,2020-11-18,2020-11-19
2020-11-19 10:40:13.0,LinkedIn InMail Sent,12232379869331,,2020-11-19 10:40:13.0,,"Cognos Analytics Administrator opportunity - Fiserv
Hi Vicki,

Our client, Fiserv is hiring a Cog",362303361,1108886,2020-11-18,2020-11-19
2020-11-19 09:55:30.0,LinkedIn InMail Sent,12231503627771,,2020-11-19 09:55:30.0,,"Cognos Analytics Administrator opportunity - Fiserv
Hi Manoj,

Our client, Fiserv is hiring a Cog",362150425,1108886,2020-11-18,2020-11-19
2020-11-19 09:54:17.0,LinkedIn InMail Sent,12204989340372,,2020-11-19 09:54:17.0,,"Have a Minute?
Hi George,

11:30 am PT on Friday works well. I will call you then!",362124298,1359813,2020-11-18,2020-11-19
2020-11-19 09:49:56.0,LinkedIn InMail Sent,12227699745605,,2020-11-19 09:49:56.0,,"Would you be interested?
please send me your contact information and let me know when a good time i",362113945,1445402,2020-11-18,2020-11-19
2020-11-19 09:46:57.0,LinkedIn InMail Sent,387430798369,,2020-11-19 09:46:57.0,,"Cognos Analytics Administrator opportunity - Fiserv
Hi Raghav,

Our client, Fiserv is hiring a Co",362113915,1108886,2020-11-18,2020-11-19
2020-11-19 09:46:09.0,LinkedIn InMail Sent,12230030416645,,2020-11-19 09:46:09.0,,"New Direct Hire Senior Android Developer Position Available in Colorado Springs, Colorado
Hi Grigor",362114101,1403411,2020-11-18,2020-11-19
2020-11-19 09:27:57.0,LinkedIn InMail Sent,197053930855,,2020-11-19 09:27:57.0,,"  MoveIT Administrator, long term contract, remote
Jeff,

Please send me your contact information",362113948,1445360,2020-11-18,2020-11-19
2020-11-19 09:03:12.0,LinkedIn InMail Sent,12233086744353,,2020-11-19 09:03:12.0,,"MOVEit Administrator opportunity - Fiserv
Hi Boyd,

Our client, Fiserv is hiring a MOVEit Adminis",362319363,1108886,2020-11-18,2020-11-19
2020-11-19 00:38:52.0,LinkedIn InMail Sent,268647339346,,2020-11-19 00:38:52.0,,"Keeping you in the loop...
Great. 10:00am works for me. Thanks, Richard.",362081537,1443218,2020-11-18,2020-11-19
2020-11-19 00:38:08.0,LinkedIn InMail Sent,1969408,,2020-11-19 00:38:08.0,,"Keeping you in the loop...
Hi Sonia - 

Nice to hear from you. Please let me know a good time to ",362081538,1443218,2020-11-18,2020-11-19
2020-11-18 23:45:14.0,LinkedIn InMail Sent,12228574063523,,2020-11-18 23:45:14.0,,"Keeping you in the loop...
Thanks for the update, Chetan. Best of luck to you and talk to you soon.",362081151,1443218,2020-11-18,2020-11-19
2020-11-18 23:44:45.0,LinkedIn InMail Sent,268647339346,,2020-11-18 23:44:45.0,,"Keeping you in the loop...
Hi Richard - 

Nice to hear from you. Please let me know a good time t",362081152,1443218,2020-11-18,2020-11-19
2020-11-18 23:43:39.0,LinkedIn InMail Sent,9137200534344,,2020-11-18 23:43:39.0,,"Keeping you in the loop...
No worries. I will give you a call in the AM. Thanks, Andrew.",362081153,1443218,2020-11-18,2020-11-19
2020-11-18 21:42:29.0,LinkedIn InMail Sent,8208792238587,,2020-11-18 21:42:29.0,,"Keeping you in the loop...
Hi ! will call you shortly. On the phone with my Director. ",362080329,1443218,2020-11-18,2020-11-19
2020-11-18 20:45:49.0,LinkedIn InMail Sent,127010582777,,2020-11-18 20:45:49.0,,"Keeping you in the loop...
Hi Raymond   - 

Hope you are having a nice week My colleague, Breanna",362079478,1443218,2020-11-18,2020-11-19
2020-11-18 19:52:18.0,LinkedIn InMail Sent,12224600024964,,2020-11-18 19:52:18.0,,"Loan Processing Opportunity - El Monte
Yes, of course! ",362078153,1455994,2020-11-18,2020-11-19
2020-11-18 19:47:13.0,LinkedIn InMail Sent,5654116341262,,2020-11-18 19:47:13.0,,"Keeping you in the loop...
Hi Behrooz - 

Hope you are having a nice week. Your profile came to t",362078132,1443218,2020-11-18,2020-11-19
2020-11-18 19:46:26.0,LinkedIn InMail Sent,12228078273587,,2020-11-18 19:46:26.0,,"<span class='element-subject'>Content Specialist -- PARDOT --- NYC</span>
Friday at 3 EST would wor",362078116,1422281,2020-11-18,2020-11-19
2020-11-18 19:44:49.0,LinkedIn InMail Sent,1692486046156,,2020-11-18 19:44:49.0,,"Keeping you in the loop...
Hi Ilkyung - 

Hope you are having a nice week. Your profile came to t",362078133,1443218,2020-11-18,2020-11-19
2020-11-18 19:44:28.0,LinkedIn InMail Sent,1969408,,2020-11-18 19:44:28.0,,"Keeping you in the loop...
Hi Sonia - 

Hope you are having a nice week. Your profile came to the",362078134,1443218,2020-11-18,2020-11-19
2020-11-18 19:38:31.0,LinkedIn InMail Sent,1208925123628,,2020-11-18 19:38:31.0,,"RE: Keeping you in the loop...
you're welcome. ",362078135,1443218,2020-11-18,2020-11-19
2020-11-18 19:32:21.0,LinkedIn InMail Sent,1208925123628,,2020-11-18 19:32:21.0,,"RE: Keeping you in the loop...
Glad that you were able to connect with him!",362078137,1443218,2020-11-18,2020-11-19
2020-11-18 19:32:07.0,LinkedIn InMail Sent,1208925123628,,2020-11-18 19:32:07.0,,"RE: Keeping you in the loop...
That is good to hear. I wasnt sure if you were still trying to get a",362078138,1443218,2020-11-18,2020-11-19
2020-11-18 19:31:05.0,LinkedIn InMail Sent,3779816991029,,2020-11-18 19:31:05.0,,"Keeping you in the loop...
Hi Alexandra - 

Nice to hear from you. Thanks for letting me know and",362078140,1443218,2020-11-18,2020-11-19
2020-11-18 19:24:21.0,LinkedIn InMail Sent,1208925123628,,2020-11-18 19:24:21.0,,"RE: Keeping you in the loop...
I wanted to let you know I heard Trigg left BB",362078141,1443218,2020-11-18,2020-11-19
2020-11-18 19:24:11.0,LinkedIn InMail Sent,1208925123628,,2020-11-18 19:24:11.0,,"RE: Keeping you in the loop...
All is well. Trying to get as much work in as possible before next w",362078142,1443218,2020-11-18,2020-11-19
2020-11-18 19:23:46.0,LinkedIn InMail Sent,1208925123628,,2020-11-18 19:23:46.0,,"RE: Keeping you in the loop...
That is great to hear :) ",362076938,1443218,2020-11-18,2020-11-19
2020-11-18 19:23:00.0,LinkedIn InMail Sent,9862688582200,,2020-11-18 19:23:00.0,,"Re: Keeping you in the loop...
Hi Christian - 

Nice to hear from you. When is a good time to giv",362076941,1443218,2020-11-18,2020-11-19
2020-11-18 19:06:23.0,LinkedIn InMail Sent,12088696859563,,2020-11-18 19:06:23.0,,"Have a Minute?
great! can you send me a copy of your resume. Are you free for a call tomorrow?",362076963,1406154,2020-11-18,2020-11-19
2020-11-18 19:06:01.0,LinkedIn InMail Sent,12227352780042,,2020-11-18 19:06:01.0,,"Introduction Call - Internal Controls and SOX
Hi Vincent, 

Thank you for getting back to me.  Ar",362076954,1455994,2020-11-18,2020-11-19
2020-11-18 18:54:42.0,LinkedIn InMail Sent,10085446625973,,2020-11-18 18:54:42.0,,"Supply Planner opportunity in bay area
Great ! When is a good time for us to chat about this opport",362076847,1422281,2020-11-18,2020-11-19
2020-11-18 18:47:32.0,LinkedIn InMail Sent,12224600024964,,2020-11-18 18:47:32.0,,"Loan Processing Opportunity - El Monte
Hi Britney, 

Thank you for getting back to me. I just tri",362074967,1455994,2020-11-18,2020-11-19
2020-11-18 18:32:05.0,LinkedIn InMail Sent,8208792238587,,2020-11-18 18:32:05.0,,"Keeping you in the loop...
I will call you from my cell - 818 441 1900",362075038,1443218,2020-11-18,2020-11-19
2020-11-18 18:31:23.0,LinkedIn InMail Sent,12227836314623,,2020-11-18 18:31:23.0,,"100% Remote | Sr. SAS Consultant | Banking
Great.. Just sent you an invite for 8:30am PST. ",362075046,1443218,2020-11-18,2020-11-19
2020-11-18 18:29:33.0,LinkedIn InMail Sent,12227836314623,,2020-11-18 18:29:33.0,,"100% Remote | Sr. SAS Consultant | Banking
Any specific time work good for you?",362075061,1443218,2020-11-18,2020-11-19
2020-11-18 18:28:20.0,LinkedIn InMail Sent,8208792238587,,2020-11-18 18:28:20.0,,"Keeping you in the loop...
Will call you then. Thank you. ",362075073,1443218,2020-11-18,2020-11-19
2020-11-18 18:28:13.0,LinkedIn InMail Sent,12227836314623,,2020-11-18 18:28:13.0,,"100% Remote | Sr. SAS Consultant | Banking
Are you free to talk on Friday sometime? I am in PST rig",362075077,1443218,2020-11-18,2020-11-19
2020-11-18 18:25:50.0,LinkedIn InMail Sent,8208792238587,,2020-11-18 18:25:50.0,,"Keeping you in the loop...
Thank you, Alexey. Please let me know a good time to give you a call thi",362075086,1443218,2020-11-18,2020-11-19
2020-11-18 18:25:20.0,LinkedIn InMail Sent,12227836314623,,2020-11-18 18:25:20.0,,"100% Remote | Sr. SAS Consultant | Banking
I normally see around 135k for your skillset ",362075089,1443218,2020-11-18,2020-11-19
2020-11-18 18:22:45.0,LinkedIn InMail Sent,3909036653526,,2020-11-18 18:22:45.0,,"IT Talent Community - Audio Engineer (Bare Metal USB Audio)
Dear Aviral,

Happy Wednesday! I spec",362071778,1470052,2020-11-18,2020-11-19
2020-11-18 18:22:43.0,LinkedIn InMail Sent,1561868912312,,2020-11-18 18:22:43.0,,"Keeping you in the loop...
Hi Masha - 

Hope you are having a nice week. Your profile came to the",362071810,1443218,2020-11-18,2020-11-19
2020-11-18 18:21:44.0,LinkedIn InMail Sent,12227836314623,,2020-11-18 18:21:44.0,,"100% Remote | Sr. SAS Consultant | Banking
Thank you. What is the compensation range you are target",362080338,1443218,2020-11-18,2020-11-19
2020-11-18 18:19:41.0,LinkedIn InMail Sent,8208792238587,,2020-11-18 18:19:41.0,,"Keeping you in the loop...
Hi Alexey - 

Nice to hear from you. Here is the JD that I am working ",362071824,1443218,2020-11-18,2020-11-19
2020-11-18 18:18:12.0,LinkedIn InMail Sent,6312747796159,,2020-11-18 18:18:12.0,,"Firmware Engineer (Bare Metal USB Audio)
Dear Mu-Chun (Samuel),

Happy Wednesday! I specialize in",362071779,1470052,2020-11-18,2020-11-19
2020-11-18 18:17:32.0,LinkedIn InMail Sent,782155713989,,2020-11-18 18:17:32.0,,"Keeping you in the loop...
Hi Ron - 

Hope you are having a nice week. Your profile came to the t",362071835,1443218,2020-11-18,2020-11-19
2020-11-18 18:17:08.0,LinkedIn InMail Sent,4653089173384,,2020-11-18 18:17:08.0,,"Keeping you in the loop...
Hi Janiece - 

Hope you are having a nice week. Your profile came to t",362071839,1443218,2020-11-18,2020-11-19
2020-11-18 18:16:39.0,LinkedIn InMail Sent,8208792238587,,2020-11-18 18:16:39.0,,"Keeping you in the loop...
Hi Alexey - 

Hope you are having a nice week. Your profile came to th",362071844,1443218,2020-11-18,2020-11-19
2020-11-18 18:10:42.0,LinkedIn InMail Sent,1630930452020,,2020-11-18 18:10:42.0,,"Keeping you in the loop...
Hi Cory - 

Hope you are having a nice week. Your profile came to the ",362071848,1443218,2020-11-18,2020-11-19
2020-11-18 18:09:58.0,LinkedIn InMail Sent,12227836314623,,2020-11-18 18:09:58.0,,"100% Remote | Sr. SAS Consultant | Banking
Hi Priyanka -

Nice to hear from you. Hope that you ar",362080341,1443218,2020-11-18,2020-11-19
2020-11-18 18:05:14.0,LinkedIn InMail Sent,5333450087061,,2020-11-18 18:05:14.0,,"Keeping you in the loop...
Hi Tommy - 

Hope you are having a nice week. Your profile came to the",362071849,1443218,2020-11-18,2020-11-19
2020-11-18 18:02:28.0,LinkedIn InMail Sent,9137200534344,,2020-11-18 18:02:28.0,,"Keeping you in the loop...
Just called and left you a message from my cell. Feel free to give me a ",362071853,1443218,2020-11-18,2020-11-19
2020-11-18 18:01:53.0,LinkedIn InMail Sent,189813027557,,2020-11-18 18:01:53.0,,"IT Talent Community - Audio Engineer (Bare Metal USB Audio)
Hi Krishna,

Just touching base to se",362071814,1470052,2020-11-18,2020-11-19
2020-11-18 17:59:58.0,LinkedIn InMail Sent,12223098779917,,2020-11-18 17:59:58.0,,"IT Talent Community - Audio Engineer (Bare Metal USB Audio)
You got it! :) This position would be a",362071825,1470052,2020-11-18,2020-11-19
2020-11-18 17:55:45.0,LinkedIn InMail Sent,7369976913138,,2020-11-18 17:55:45.0,,"Keeping you in the loop...
Thank you for your time. ",362071858,1443218,2020-11-18,2020-11-19
2020-11-18 17:55:39.0,LinkedIn InMail Sent,7369976913138,,2020-11-18 17:55:39.0,,"Keeping you in the loop...
Thanks for the update. I will let you know next time I have a role that ",362071861,1443218,2020-11-18,2020-11-19
2020-11-18 17:52:54.0,LinkedIn InMail Sent,8753397052142,,2020-11-18 17:52:54.0,,"Open to a conversation about a possible career change?
Hi Youssef,

Your background is very inter",362066854,1169137,2020-11-18,2020-11-19
2020-11-18 17:51:16.0,LinkedIn InMail Sent,8758550598733,,2020-11-18 17:51:16.0,,"Open to a conversation about a possible career change?
Hi Stephanie,

Your background is very int",362317246,1169137,2020-11-18,2020-11-19
2020-11-18 17:49:28.0,LinkedIn InMail Sent,625081663296,,2020-11-18 17:49:28.0,,"You spoke to Jason about Capgemini
Hey Jed!

I hope all is well. You spoke to Jason about Capgemi",362066683,1463816,2020-11-18,2020-11-19
2020-11-18 17:48:29.0,LinkedIn InMail Sent,12223098779917,,2020-11-18 17:48:29.0,,"IT Talent Community - Audio Engineer (Bare Metal USB Audio)
Thank you, DK.

Happy to stay in touc",362066860,1470052,2020-11-18,2020-11-19
2020-11-18 17:45:34.0,LinkedIn InMail Sent,11023074365330,,2020-11-18 17:45:34.0,,"Saw you were open to new opportunities
Wafa,

I came across your profile and saw you were open to",362317250,1169137,2020-11-18,2020-11-19
2020-11-18 17:45:14.0,LinkedIn InMail Sent,5339237644937,,2020-11-18 17:45:14.0,,"Keeping you in the loop...
Hi Mandy - 

Hope you are having a nice week. Your profile came to the",362066905,1443218,2020-11-18,2020-11-19
2020-11-18 17:43:23.0,LinkedIn InMail Sent,1441621123836,,2020-11-18 17:43:23.0,,"IT Talent Community - Audio Engineer (Bare Metal USB Audio)
Hi Elisa,

Thank you for reaching out",362066900,1470052,2020-11-18,2020-11-19
2020-11-18 17:43:09.0,LinkedIn InMail Sent,8914219195200,,2020-11-18 17:43:09.0,,"RE: Have a Minute?
Hi Tyler,

Are you still open to new roles?",362066852,1406154,2020-11-18,2020-11-19
2020-11-18 17:42:50.0,LinkedIn InMail Sent,6634637433488,,2020-11-18 17:42:50.0,,"Saw you were open to new opportunities
Vishal,

I came across your profile and saw you were open ",362080771,1169137,2020-11-18,2020-11-19
2020-11-18 17:41:56.0,LinkedIn InMail Sent,12088696859563,,2020-11-18 17:41:56.0,,"Have a Minute?
Hi Sullivan,

Are you still interested in this role?",362066866,1406154,2020-11-18,2020-11-19
2020-11-18 17:40:19.0,LinkedIn InMail Sent,11919284691155,,2020-11-18 17:40:19.0,,"Saw you were open to new opportunities
Lawrence ,

I came across your profile and saw you were op",362080773,1169137,2020-11-18,2020-11-19
2020-11-18 17:39:10.0,LinkedIn InMail Sent,12219534876522,,2020-11-18 17:39:10.0,,"IT Talent Community - FW SW Quality Assurance (Bare Metal USB Audio)
Hi Ron,

Thank you for the u",362066926,1470052,2020-11-18,2020-11-19
2020-11-18 17:38:38.0,LinkedIn InMail Sent,6630951939039,,2020-11-18 17:38:38.0,,"IT Talent Community - Audio Engineer (Bare Metal USB Audio)
Of course :) Have a great week and all ",362066939,1470052,2020-11-18,2020-11-19
2020-11-18 17:34:30.0,LinkedIn InMail Sent,9477590420308,,2020-11-18 17:34:30.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362066913,1445402,2020-11-18,2020-11-19
2020-11-18 17:34:30.0,LinkedIn InMail Sent,10785878861795,,2020-11-18 17:34:30.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362066811,1445402,2020-11-18,2020-11-19
2020-11-18 17:34:30.0,LinkedIn InMail Sent,11687748327483,,2020-11-18 17:34:30.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362066896,1445402,2020-11-18,2020-11-19
2020-11-18 17:33:49.0,LinkedIn InMail Sent,12227699745605,,2020-11-18 17:33:49.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362079952,1445402,2020-11-18,2020-11-19
2020-11-18 17:33:49.0,LinkedIn InMail Sent,10813506959457,,2020-11-18 17:33:49.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362066934,1445402,2020-11-18,2020-11-19
2020-11-18 17:33:49.0,LinkedIn InMail Sent,11301143012081,,2020-11-18 17:33:49.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362066957,1445402,2020-11-18,2020-11-19
2020-11-18 17:33:49.0,LinkedIn InMail Sent,10896332216923,,2020-11-18 17:33:49.0,,"Would you be interested?
My name is Danielle and I am a recruiter with Genuent. We have an exciting",362066942,1445402,2020-11-18,2020-11-19
2020-11-18 17:31:57.0,LinkedIn InMail Sent,7410663877991,,2020-11-18 17:31:57.0,,"Keeping you in the loop...
Hey Blake - 

No problem. Let me know what you think. 

https://genu",362066921,1443218,2020-11-18,2020-11-19
2020-11-18 17:31:18.0,LinkedIn InMail Sent,9867079056469,,2020-11-18 17:31:18.0,,"Content Specialist -- PARDOT --- NYC
Let's do 2:00 PM PST/4:00 PM CST tomorrow ! 
Do you have a re",362066719,1422281,2020-11-18,2020-11-19
2020-11-18 17:30:06.0,LinkedIn InMail Sent,781722550787,,2020-11-18 17:30:06.0,,"Keeping you in the loop...
Hi Harley - 

Hope you are having a nice week. Your profile came to th",362066943,1443218,2020-11-18,2020-11-19
2020-11-18 17:28:50.0,LinkedIn InMail Sent,7410663877991,,2020-11-18 17:28:50.0,,"Keeping you in the loop...
Hi Blake - 

Nice to hear from you. Please let me know a good time to ",362066954,1443218,2020-11-18,2020-11-19
2020-11-18 17:28:44.0,LinkedIn InMail Sent,12226584948547,,2020-11-18 17:28:44.0,,"Enterprise Portfolio Manager Opportunity
The client works in finance",362066709,1440691,2020-11-18,2020-11-19
2020-11-18 17:27:15.0,LinkedIn InMail Sent,3194822569849,,2020-11-18 17:27:15.0,,"Keeping you in the loop...
Hi Dion - 

Hope you are having a nice week. Your profile came to the ",362066964,1443218,2020-11-18,2020-11-19
2020-11-18 17:26:54.0,LinkedIn InMail Sent,7410663877991,,2020-11-18 17:26:54.0,,"Keeping you in the loop...
Hi Blake - 

Hope you are having a nice week. Your profile came to the",362066971,1443218,2020-11-18,2020-11-19
2020-11-18 17:17:31.0,LinkedIn InMail Sent,625081663296,,2020-11-18 17:17:31.0,,"New 100% Remote SAP BRIM Consultant Position Available
Pooja works for Capgemini and not Genuent an",362066798,1403411,2020-11-18,2020-11-19
2020-11-18 17:13:03.0,LinkedIn InMail Sent,4980581359853,,2020-11-18 17:13:03.0,,"RE: Keeping you in the loop...
Thank you. ",362066974,1443218,2020-11-18,2020-11-19
2020-11-19 18:06:03.0,LinkedIn Note,7866719375310,,2020-11-19 18:06:03.0,,C2C only,362303346,1409440,2020-11-18,2020-11-19
2020-11-19 16:10:16.0,LinkedIn Note,10839856441515,,2020-11-19 16:10:16.0,,on C2C. cannot do W2.,362273197,1470052,2020-11-18,2020-11-19
2020-11-19 16:05:33.0,LinkedIn Note,2273986728128,,2020-11-19 16:05:33.0,,On H1B and on C2C.,362273194,1470052,2020-11-18,2020-11-19
2020-11-19 14:45:55.0,LinkedIn Note,1731889361786,,2020-11-19 14:45:55.0,,Goal is to get into Risk and Compliance Area.,362238515,1095849,2020-11-18,2020-11-19
2020-11-19 14:40:20.0,LinkedIn Note,1731889361786,,2020-11-19 14:40:20.0,,"Happy in his current role. Reg, building process, data, data integrity. Reg Processes, onboarding ne",362238526,1095849,2020-11-18,2020-11-19
2020-11-19 14:38:20.0,LinkedIn Note,11919284691155,,2020-11-19 14:38:20.0,,"Everest - contract ended

$60-65/hr.",362238366,1169137,2020-11-18,2020-11-19
2020-11-19 14:30:42.0,LinkedIn Note,8748181737469,,2020-11-19 14:30:42.0,,"Background in banking 

Laid off in Houston 2017 - been home taking care of family 
Keeps up to d",362238401,1455994,2020-11-18,2020-11-19
2020-11-19 14:08:49.0,LinkedIn Note,10971497277453,,2020-11-19 14:08:49.0,,comp too low for him,362228026,0,2020-11-18,2020-11-19
2020-11-19 13:44:32.0,LinkedIn Note,203762498218,,2020-11-19 13:44:32.0,,lvm 4 THHS,362204900,1359813,2020-11-18,2020-11-19
2020-11-19 10:25:23.0,LinkedIn Note,4916238371095,,2020-11-19 10:25:23.0,,90/hr. C2C,362136120,1359813,2020-11-18,2020-11-19
2020-11-18 20:21:27.0,LinkedIn Note,12224600024964,,2020-11-18 20:21:27.0,,"Very interested in Loan Processing 

 Currently working as a mortgage processor - started in rever",362079007,1455994,2020-11-18,2020-11-19
2020-11-18 19:51:46.0,LinkedIn Note,12224600024964,,2020-11-18 19:51:46.0,,"Very interested in Loan Processing 

 Currently working as a mortgage processor - started in rever",362078148,1455994,2020-11-18,2020-11-19
2020-11-18 19:46:24.0,LinkedIn Note,8565100580444,,2020-11-18 19:46:24.0,,H1B - C2C,362078967,1409440,2020-11-18,2020-11-19
2020-11-18 19:46:24.0,LinkedIn Note,8565100580444,,2020-11-18 19:46:24.0,,H1B - C2C,362078103,1409440,2020-11-18,2020-11-19
2020-11-18 19:31:23.0,LinkedIn Note,3779816991029,,2020-11-18 19:31:23.0,,not interested at this time. personal rzns,362078131,1443218,2020-11-18,2020-11-19
2020-11-18 17:56:16.0,LinkedIn Note,12219534876522,,2020-11-18 17:56:16.0,,not interested in new roles as of 11/18/2020,362071764,1470052,2020-11-18,2020-11-19
2020-11-18 17:23:14.0,LinkedIn Note,10749724363325,,2020-11-18 17:23:14.0,,looking for PT work,362059555,1169137,2020-11-18,2020-11-19
2020-11-18 17:12:36.0,LinkedIn Note,12104156154850,,2020-11-18 17:12:36.0,,"Looking for a role. Wants to be more hands on. Techno-Functional, good at helping business doing IT ",362059540,1095849,2020-11-18,2020-11-19
2020-11-18 16:04:51.0,LinkedIn Note,2260020757420,,2020-11-18 16:04:51.0,,"SOX is a perfect opportunity - 

can do 1099 or W2 - has an llc in Oregon 
- gap because she trav",362040911,1455994,2020-11-18,2020-11-19
2020-11-18 15:59:01.0,LinkedIn Note,8557141025126,,2020-11-18 15:59:01.0,,PArdot: My area is more distribution and distribution automation but I appreciate the message.,362041024,1422281,2020-11-18,2020-11-19
2020-11-18 15:15:23.0,LinkedIn Note,10917379057917,,2020-11-18 15:15:23.0,,"currently working remote. Based out of Santa Monica. 
Contract is about to end. End of year, wants ",362020506,1443218,2020-11-18,2020-11-19
2020-11-18 14:27:20.0,LinkedIn Note,12226051816996,,2020-11-18 14:27:20.0,,Opt candidate,362004612,1461779,2020-11-18,2020-11-19
2020-11-18 13:55:22.0,LinkedIn Note,207973879987,,2020-11-18 13:55:22.0,,on assignment until 03/2021,361992828,1443218,2020-11-18,2020-11-19
2020-11-18 13:04:19.0,LinkedIn Note,1242127186261,,2020-11-18 13:04:19.0,,currently not in the market.,361971458,1443218,2020-11-18,2020-11-19
2020-11-18 12:20:51.0,LinkedIn Note,12217814113992,,2020-11-18 12:20:51.0,,"Embassy approved visa - has documentation to support it. 

Currently works for his employer - Alli",361950181,1443218,2020-11-18,2020-11-19
2020-11-18 12:14:02.0,LinkedIn Note,4928165059166,,2020-11-18 12:14:02.0,,"Not actively looking - just accepted a new role as senior director it testing corporate risk  

Ba",361950176,1455994,2020-11-18,2020-11-19
